tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	location	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	site	software_packages	specimen
2.83	98.774034	7.100135000000001	145.914498	0.357860 : 0.328041 : 0.314099 : -0.033269 : 0.039164 : 0.027783	6.0	0.005629	ATRM	0.379529 : 149.3 : -3.4	0.358317 : 63.0 : 47.1	0.262155 : 236.2 : 42.7	This study	Critical F: 3.1059									hz20b4;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b4
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b5
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20b6	Archeologic	Ceramic	3.8900000000000004e-05	0.02	c	1.12	0.93	1.37	3.03	0.91	0.84	0.84	3.27	10.0	6.0	40.26	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b6
3.68	19.898228	4.410966	22.856922	0.346986 : 0.315851 : 0.337163 : -0.024488 : 0.051124 : 0.004047	6.0	0.011834	ATRM	0.383435 : 119.0 : 42.7	0.348287 : 1.7 : 26.4	0.268278 : 70.7 : -35.7	This study	Critical F: 3.1059									hz20b6;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20b	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20b6
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c1	Archeologic	Ceramic	4.54e-05	0.04	c	0.98	0.96	3.92	2.28	0.96	0.82	0.87	3.83	10.0	5.0	19.56	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	473.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c1
1.42	22.811642000000003	6.1610309999999995	24.359735	0.348953 : 0.322075 : 0.328972 : -0.009806 : 0.032539 : -0.006507	6.0	0.006987	ATRM	0.365942 : 314.4 : -36.9	0.341415 : 202.2 : -26.7	0.292643 : 265.9 : 41.4	This study	Critical F: 3.1059									hz20c1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c2	Archeologic	Ceramic	4.93e-05	0.03	c	0.89	0.97	2.27	2.36	0.99	0.97	0.88	2.43	12.0	6.0	30.77	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c2
1.73	16.512947	0.261513	27.994785999999998	0.344758 : 0.348859 : 0.306383 : 0.004544 : 0.017930 : -0.017169	6.0	0.00758	ATRM	0.355893 : 107.9 : 24.3	0.350411 : 23.1 : -11.3	0.293696 : 136.0 : -62.9	This study	Critical F: 3.1059									hz20c2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c3	Archeologic	Ceramic	4.35e-05	0.01	c	1.02	0.97	1.94	2.87	0.79	0.79	0.85	1.64	12.0	5.0	49.12	5.9999999999999995e-05	Not Specified	Tel Hazor	803.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c3
0.98	4.727079	0.844992	5.803494000000001	0.360148 : 0.294333 : 0.345518 : -0.002345 : 0.012559 : -0.007869	6.0	0.015499	ATRM	0.364367 : 353.0 : -26.4	0.344218 : 203.3 : -60.1	0.291414 : 269.6 : 13.0	This study	Critical F: 3.1059									hz20c3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c4	Archeologic	Ceramic	4.650000000000001e-05	0.03	c	0.93	0.95	2.55	2.59	0.91	0.87	0.86	2.72	12.0	5.0	31.24	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	373.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c4
2.77	36.626381	2.196098	55.443866	0.358156 : 0.312194 : 0.329650 : 0.027187 : -0.038353 : 0.011611	6.0	0.007936	ATRM	0.372276 : 213.2 : 14.8	0.355645 : 322.6 : 51.4	0.272079 : 292.6 : -34.7	This study	Critical F: 3.1059									hz20c4;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c4
											This study										LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c5	Archeologic	Ceramic	4.48e-05	0.03	c	0.98	0.94	3.34	1.27	0.8	0.75	0.86	3.67	11.0	5.0	24.69	5.9999999999999995e-05	Not Specified	Tel Hazor	803.0	373.0	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c5
11.33	6.73567	0.6114310000000001	9.595735000000001	0.338061 : 0.316073 : 0.345865 : -0.027394 : 0.005325 : -0.000265	6.0	0.010993000000000001	ATRM	0.357491 : 144.8 : 15.8	0.345334 : 343.3 : 73.4	0.297175 : 236.2 : 5.0	This study	Critical F: 3.1059									hz20c5;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c5
	2.196047	1.25003	1.49863	0.337042 : 0.327690 : 0.335268 : -0.028069 : 0.008592 : -0.002097	9.0	0.018014	AARM	0.362718 : 318.4 : -14.8	0.334235 : 352.2 : 72.3	0.303048 : 50.9 : -9.4	This study	Critical F: 2.6848									hz20c5;AARM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-ARM	b	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c5
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20c6	Archeologic	Ceramic	4.68e-05	0.05	c	0.98	0.95	5.47	2.29	0.92	0.87	0.87	2.35	13.0	5.0	17.39	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c6
1.67	8.84346	2.244227	9.676885	0.313787 : 0.355604 : 0.330609 : 0.003133 : 0.004341 : 0.017352	6.0	0.008359	ATRM	0.357399 : 259.6 : -15.4	0.339688 : 327.6 : 53.6	0.302913 : 179.5 : 32.0	This study	Critical F: 3.1059									hz20c6;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20c	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20c6
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20d	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20d1
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20d	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20d2
											This study											Archeologic	Ceramic																Not Specified	Tel Hazor						hz20d	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20d3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20e1	Archeologic	Ceramic	3.5799999999999996e-05	0.03	c	0.97	0.93	2.07	2.67	0.77	0.79	0.87	4.63	10.0	6.0	20.0	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20e1
0.65	4.3560550000000005	3.351035	2.139424	0.343299 : 0.333079 : 0.323623 : -0.007775 : -0.006412 : 0.000047	6.0	0.006036	ATRM	0.347913 : 329.4 : 7.8	0.332287 : 234.7 : 31.0	0.319801 : 71.9 : 57.8	This study	Critical F: 3.1059									hz20e1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20e	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20e1
											This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :hz20e2	Archeologic	Ceramic	3.24e-05	0.05	c	1.0	0.93	2.52	2.54	0.77	0.75	0.86	4.85	10.0	6.0	14.17	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20e2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20e3	Archeologic	Ceramic	3.3100000000000005e-05	0.06	c	1.03	0.93	2.39	0.91	0.75	0.73	0.86	4.51	10.0	6.0	11.36	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20e	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20e3
1.36	2.145902	0.5155489999999999	2.396578	0.330134 : 0.336744 : 0.333122 : 0.015631 : -0.006974 : 0.007056	6.0	0.011483	ATRM	0.349487 : 232.3 : 4.2	0.337827 : 330.8 : 63.8	0.312686 : 320.2 : -25.8	This study	Critical F: 3.1059									hz20e3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	b	hz20e	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20e3
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f1	Archeologic	Ceramic	3.76e-05	0.05	c	1.04	0.96	3.18	0.17	0.92	0.81	0.87	4.79	10.0	6.0	17.77	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	523.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f1
1.05	10.229061	1.285556	13.697460999999999	0.337785 : 0.346304 : 0.315911 : 0.007882 : -0.023052 : 0.014200	6.0	0.009023	ATRM	0.358721 : 269.2 : 28.1	0.344253 : 10.0 : 19.4	0.297027 : 130.0 : 54.8	This study	Critical F: 3.1059									hz20f1;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f1
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f2	Archeologic	Ceramic	3.4399999999999996e-05	0.03	c	1.1	0.94	5.03	2.32	0.79	0.74	0.86	4.25	11.0	5.0	23.93	5.9999999999999995e-05	Not Specified	Tel Hazor	833.0	423.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f2
2.49	10.621393	2.181476	12.509752	0.319430 : 0.349167 : 0.331404 : -0.009547 : 0.028384 : 0.039709	6.0	0.014254	ATRM	0.376947 : 56.4 : 45.0	0.347175 : 310.6 : 15.2	0.275878 : 26.9 : -41.0	This study	Critical F: 3.1059									hz20f2;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f2
											This study										LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :hz20f3	Archeologic	Ceramic	3.8e-05	0.03	c	0.99	0.95	4.96	2.21	1.0	0.87	0.89	4.99	14.0	6.0	26.49	5.9999999999999995e-05	Not Specified	Tel Hazor	863.0	273.0	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f3
2.13	13.067309	0.42084499999999997	21.100426000000002	0.357377 : 0.349084 : 0.293539 : 0.001078 : 0.034322 : 0.007309	6.0	0.012216	ATRM	0.367257 : 243.9 : -24.8	0.356050 : 156.8 : 6.2	0.276693 : 79.9 : -64.3	This study	Critical F: 3.1059									hz20f3;ATRM	Archeologic	Ceramic																Not Specified	Tel Hazor				AE-H:LP-AN-TRM	g	hz20f	hz20	pmagpy-3.4.1: thellier_gui.v.3.0	hz20f3
